News Source,Bias,Reporting,References,Website
Truth Monitor,Fake,Fake,57,https://en.wikipedia.org/wiki/American_Herald
Truth Revolt,Fake,Fake,298629,https://www.usnews.com/info
Truth Uncensored,Fake,Fake,3245,https://mediabiasfactcheck.com/us-journal-review/
TruthFeed,Fake,Fake,65371,https://www.usnews.com/news/national-news/articles/2019-01-18/nearly-400-migrants-tunnel-under-border-wall-to-enter-united-states-from-mexico
Uncle Sams Misguided Children,Fake,Fake,11625,https://www.getpostman.com/
Underground Journalist,Fake,Fake,9,https://www.nationalreview.com/
Unique Web Magazine,Fake,Fake,68,https://mediabiasfactcheck.com/usa-daily-post/
US Advisor,Fake,Fake,1145,https://www.forbes.com/sites/jordanshapiro/2015/11/03/teenagers-in-the-u-s-spend-about-nine-hours-a-day-in-front-of-a-screen/
US Chronicle,Fake,Fake,1405,http://breaking.doseofnews.com/
US Herald,Fake,Fake,0,https://www.politifact.com/personalities/usa-front/
US Info News,Fake,Fake,23,https://www.newreaderspress.com/news-for-you-online
US Journal Review,Fake,Fake,88,https://mediabiasfactcheck.com/usa-newsflash/
US National News,Fake,Fake,863,https://www.usatoday.com/washington/
US Postman,Fake,Fake,286,https://www.washingtonpost.com/politics/trump-says-us-should-launch-state-tv-network/2018/11/26/e5f4d154-f1b9-11e8-80d0-f7e1948d55f4_story.html
USA Conservative Report,Fake,Fake,9,https://www.usatoday.com/washington/
USA Daily Post,Fake,Fake,7,https://copyright.cornell.edu/publicdomain
USA Daily Time,Fake,Fake,0,https://usareally.com/
USA Dose News,Fake,Fake,30,https://www.supremenewyork.com/
USA in Front,Fake,Fake,2034,https://www.today.com/trending
USA News for You,Fake,Fake,16,https://en.wikipedia.org/wiki/The_Box_Plus_Network
USA Newsflash,Fake,Fake,179,https://www.usatoday.com/story/news/politics/2019/01/19/government-shutdown-trumps-offer-lead-deal-democrats/2625162002/
USA News/Politics USA News,Fake,Fake,6,https://www.adl.org/resources/backgrounders/vanguard-america
USA News/States-TV,Fake,Fake,19,https://www.vaticannews.va/en.html
USA Politics Now,Fake,Fake,502,https://vdare.com/
USA Public Life,Fake,Fake,5,https://shopee.co.id/Tri-tree-Data-Kartu-Aktif-2-GB-30-hari-i.22989588.311566688
USA Really,Fake,Fake,1735,https://www.facebook.com/libertyviral/
USA Supreme,Fake,Fake,13600,https://voiceofeurope.com/
USA Viral News Today,Fake,Fake,0,https://www.drsusanloveresearch.org/her2-breast-cancer
USA World Box,Fake,Fake,3,https://wallbuilders.com/
USAFirstInfo,Fake,Fake,4211,https://mediabiasfactcheck.com/we-conservative/
USANewsToday,Fake,Fake,7,http://postmediakiosk.milibris.com/catalog/western-sentinel
Vanguard America,Fake,Fake,530,https://wikiislam.net/wiki/Main_Page
Vatican Radio,Fake,Fake,219187,https://en.wikipedia.org/wiki/Witherspoon_Institute
VDARE,Fake,Fake,375350,https://wokesloth.com/
Vidmax,Fake,Fake,203228,https://www.wnd.com/
Viral Liberty,Fake,Fake,18849,https://mediabiasfactcheck.com/world-politicus/
Voice of Europe,Fake,Fake,34142,https://www.facebook.com/yesiamright/
Walk With Her,Fake,Fake,6,https://mediabiasfactcheck.com/zox-maga2020-us/
WallBuilders,Fake,Fake,179269,http://abriluno.com/
We Conservative,Fake,Fake,31,https://aceflashman.wordpress.com/about/
Western Sentinel,Fake,Fake,58,https://dictionary.cambridge.org/dictionary/english/as-american-as-apple-pie
WikiIslam,Fake,Fake,11294,https://www.cmog.org/article/burst-energy-glass-amplifies-light
Witherspoon Institute,Fake,Fake,8099260,https://babylonbee.com/
Woke Sloth,Fake,Fake,2591,http://bigamericannews.com/
World Net Daily (WND),Fake,Fake,2528780,https://www.facebook.com/BreakingBurgh/
World Politicus,Fake,Fake,405,https://brokenworldnews.com/
"Yes, I m Right",Fake,Fake,591,https://www.youtube.com/watch?v=9U4Ha9HQvMo
ZootFeed,Fake,Fake,5758,https://www.burrardstreetjournal.com/
Zox (Maga2020.us),Fake,Fake,168,https://www.business-standard.com/
Abril Uno,Satire,,409,https://www.youtube.com/watch?v=IlY9C6pzxKc
Ace Flashman,Satire,,113,https://www.kelownacapnews.com/
As American as Apple Pie,Satire,,41,http://christwire.org/
Amplifying Glass,Satire,,38,http://civictribune.com/
Babylon Bee,Satire,,83335,https://www.clickhole.com/
Big American News,Satire,,2549,http://www.cracked.com/
Breaking Burgh,Satire,,12036,https://mediabiasfactcheck.com/cream-bmp/
Broken World News,Satire,,141,https://twitter.com/dailysnark?lang=en
Bullshit News,Satire,,2,http://www.derfmagazine.com/
Burrard Street Journal,Satire,,3538,https://www.duffelblog.com/
Business Standard News (BS News),Satire,,846,http://duhprogressive.com/
Call the Cops,Satire,,156,https://empirenews.net/
Cap News,Satire,,45,https://empiresports.co/
Christwire,Satire,,213004,https://encyclopediadramatica.rs/Main_Page
Civic Tribune,Satire,,722,http://www.cryptowatch.jp/vision_2.pdf
Clickhole,Satire,,2331810,https://mediabiasfactcheck.com/evening-harold/
Cracked,Satire,,749432,https://mediabiasfactcheck.com/fedsalert/
Cream BMP,Satire,,973,https://twitter.com/fmobserver?lang=en
DailySnark,Satire,,1982,https://inewsdesign.com/
Derf Magazine,Satire,,37352,https://freedumjunkshun.com/
Duffel Blog,Satire,,101182,https://gomerblog.com/
Duh Progressive,Satire,,3624,https://www.beatport.com/track/hard-dawn-original-mix/6681703
Empire News,Satire,,19635,https://www.vox.com/policy-and-politics/2018/11/14/18094937/trump-2020-election-midterm-clinton-press-secretary
Empire Sports News,Satire,,5058,https://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/10/
Encyclopedia Dramatica,Satire,,3315,https://mediabiasfactcheck.com/internet-chronicle/
Enduring Vision,Satire,,3623,http://ladiesofliberty.org/
Evening Harold,Satire,,17116,http://www.larknews.com/
FedsAlert,Satire,,14,https://en.wikipedia.org/wiki/Media_bias_in_the_United_States
FM Observer,Satire,,9621,http://liberaldarkness.com/
Frank Mag,Satire,,4863,http://www.cbre.ca/EN/services/capitalmarkets/Pages/investment-insights.aspx
Freedum Junkshun,Satire,,192,https://www.theunion.com/news/local-news/nevada-county-scooper-shutters-satirical-website/
Gomer Blog,Satire,,80446,https://en.wikipedia.org/wiki/Times_New_Roman
Hard Dawn,Satire,,5181,http://www.newsbiscuit.com/
Hillary Beat Trump,Satire,,2760,http://newsmutiny.com/
Huzlers,Satire,,2842,https://newsthump.com/
Internet Chronicle,Satire,,10396,https://mediabiasfactcheck.com/newslo/
Ladies of Liberty,Satire,,20,https://www.thesaurus.com/browse/not%20allowed
Lark News,Satire,,71807,https://www.cbsnews.com/pictures/dont-get-fooled-by-these-fake-news-sites/13/
Liberal Bias Press,Satire,,10927,http://www.jamaicaobserver.com/
Liberal Darkness,Satire,,1708,https://mediabiasfactcheck.com/our-land-of-the-free/
National Report,Satire,,18856,https://mediabiasfactcheck.com/politicer/
Nevada County Scooper,Satire,,52258,http://www.private-eye.co.uk/
New Roman Times,Satire,,21,https://www.facebook.com/RonaldReaganWasRight/
News Biscuit,Satire,,94445,http://realnewsrightnow.com/
News Mutiny,Satire,,4201,http://reductress.com/
News Thump,Satire,,26628,https://www.thetimes.co.uk/article/rock-fq9q3m7lqx7
Newslo-Politicops,Satire,,4722,https://mediabiasfactcheck.com/satira-tribune/
Not Allowed To,Satire,,3576,https://www.britannica.com/art/satire
Nottnews,Satire,,130,https://mediabiasfactcheck.com/scorched-earth-news/
Now8News,Satire,,990,https://www.shuuemura.ca/en/SHU10004.html
Observer Online,Satire,,0,https://www.facebook.com/southendnewsnetwork/
Our Land of the Free,Satire,,56,http://sportspickle.com/
Politicer,Satire,,48,https://www.iwm.org.uk/collections/item/object/1506000768
Private Eye,Satire,,232275,http://stiltonsplace.blogspot.com/
Reagan Was Right,Satire,,1022,https://www.bbc.com/news/uk-scotland-glasgow-west-45026368
Real News Right Now,Satire,,25975,https://www.sundaysportonline.co.uk/try-sunday-sport-online-for-free/
Reductress,Satire,,19812,https://adobochronicles.com/
Rock City Times,Satire,,761,https://atlbanana.com/
Satira Tribune,Satire,,74,https://awazetribune.com/
Satire V,Satire,,4596,https://www.thebeaverton.com/
Schmedium,Satire,,232,https://www.betootaadvocate.com/
Scorched Earth News,Satire,,75,https://www.imdb.com/title/tt1190539/
Shu+,Satire,,6,https://en.wikipedia.org/wiki/The_Daily_Currant
Southend News Network,Satire,,247,http://www.dailydiscord.com/
Sports Pickle,Satire,,0,https://www.thedailymash.co.uk/
St. George Gazette,Satire,,750,https://twitter.com/thedailymire?lang=en
Stilton s Place,Satire,,139150,https://www.dailymail.co.uk/home/index.html
Stubhill News,Satire,,856,https://en.wikipedia.org/wiki/The_Daily_Squib
Stuppid,Satire,,880,http://dandygoat.com/
Sunday Sport,Satire,,260,https://www.facebook.com/thehalfwaypost/
The Adobo Chronicles,Satire,,3108,https://thehardtimes.net/
The Atlanta Banana,Satire,,5061,https://thelapine.ca/
The Awaze Tribune,Satire,,27,https://www.crunchbase.com/organization/the-news-nerd
The Beaverton,Satire,,21453,https://www.theonion.com/
The Betoota Advocate,Satire,,16436,https://outabouter.com/
The Chaser,Satire,,15352,http://thepeoplescube.com/
The Daily Currant,Satire,,15400,https://www.politicalgarbagechute.com/
The Daily Discord,Satire,,12400,https://www.the-postillon.com/
The Daily Mash,Satire,,286476,https://theracketreport.com/
The Daily Mire,Satire,,60,https://theredshtick.com/
The Daily News UK,Satire,,0,https://mediabiasfactcheck.com/the-resistance-the-last-line-of-defense/
The Daily Squib,Satire,,16547,https://www.washingtonpost.com/
The Dandy Goat,Satire,,24484,https://www.seattletimes.com/author/the-news-tribune/
The Halfway Post,Satire,,3612,http://www.theshovel.com.au/
The Hard Times,Satire,,32180,https://www.thespoof.com/
The Lapine,Satire,,3910,https://www.mytimesplus.co.uk/
The News Nerd,Satire,,507,https://www.facebook.com/The-Underground-Report-1089227494533974/
The Onion,Satire,,4786292,https://twitter.com/theunrealtimes?lang=en
The Out and Abouter,Satire,,129,https://uldissprogis.com/2015/01/28/the-truth-about-the-big-bang/
The People s Cube,Satire,,959059,https://www.truthbrary.org/
The Political Garbage Chute,Satire,,27920,https://mediabiasfactcheck.com/uspoln/
The Postillion,Satire,,6239,https://viralcords.com/
The Racket Report,Satire,,103,http://waterfordwhispersnews.com/
The Red Shtick,Satire,,15850,https://www.dailystar.co.uk/news/world-news/752929/mh370-news-madagascar-latest-debris-pilot-theory-united-airlines
The Resistance: The Last Line of Defense,Satire,,252,http://witscience.org/
The Science Post,Satire,,5957,
The Seattle Tribune,Satire,,3239,
The Shovel,Satire,,6095,
The Spoof,Satire,,202267,
The Times,Satire,,3,
The Underground Report,Satire,,104,
The Unreal Times,Satire,,3092,
Truth Bang,Satire,,390,
Truthbrary,Satire,,555,
USPOLN,Satire,,415,
Viral Cords,Satire,,55,
Waterford Whispers News,Satire,,9027,
World News Daily,Satire,,15260,
Wyoming Institute of Technology (WIT),Satire,,807,
